3962	14	3927	1926
3962	14	3927	1927
3962	14	3927	1928
3962	14	3927	1929
2716	17	8276	2008
950	1	148	1790
950	1	148	1791
950	1	148	1792
950	1	148	1793
950	1	148	1794
950	1	148	1795
950	1	148	1796
950	1	148	1797
950	1	148	1798
950	1	148	1799
950	1	148	1800
950	1	148	1801
950	1	148	1802
950	1	148	1803
950	1	148	1804
950	1	148	1805
950	1	148	1806
950	1	148	1807
950	1	148	1808
950	1	148	1809
950	1	148	1810
950	1	148	1811
950	1	148	1812
950	1	148	1813
950	1	148	1814
950	1	148	1815
950	1	148	1816
950	1	148	1817
950	1	148	1818
950	1	148	1819
950	1	148	1820
950	1	148	1821
950	1	148	1822
950	1	148	1823
950	1	148	1824
950	1	148	1825
950	1	148	1826
950	1	148	1827
950	1	148	1828
950	1	148	1829
950	1	148	1830
950	1	148	1831
950	1	148	1832
950	1	148	1833
950	1	148	1834
950	1	148	1835
950	1	148	1836
950	1	148	1837
950	1	148	1838
950	1	148	1839
950	1	148	1840
950	1	148	1841
950	1	148	1842
950	1	148	1843
950	1	148	1844
950	1	148	1845
950	1	148	1846
950	1	148	1847
950	1	148	1848
950	1	148	1849
950	1	148	1850
950	1	148	1851
950	1	148	1852
950	1	148	1853
950	1	148	1854
950	1	148	1855
950	1	148	1856
950	1	148	1857
950	1	148	1858
950	1	148	1859
950	1	148	1860
950	1	148	1861
950	1	148	1862
950	1	148	1863
950	1	148	1864
950	1	148	1865
950	1	148	1866
950	1	148	1867
950	1	148	1868
950	1	148	1869
950	1	148	1870
950	1	148	1871
950	1	148	1872
950	1	148	1873
950	1	148	1874
950	1	148	1875
950	1	148	1876
950	1	148	1877
950	1	148	1878
950	1	148	1879
950	1	148	1880
950	1	148	1881
950	1	148	1882
950	1	148	1883
950	1	148	1884
950	1	148	1885
950	1	148	1886
950	1	148	1887
950	1	148	1888
950	1	148	1889
950	1	148	1890
950	1	148	1891
950	1	148	1892
950	1	148	1893
950	1	148	1894
950	1	148	1895
950	1	148	1896
950	1	148	1897
950	1	148	1898
950	1	148	1899
950	1	148	1900
950	1	148	1901
950	1	148	1902
950	1	148	1903
950	1	148	1904
950	1	148	1905
950	1	148	1906
950	1	148	1907
950	1	148	1908
950	1	148	1909
950	1	148	1910
950	1	148	1911
950	1	148	1912
950	1	148	1913
950	1	148	1914
950	1	148	1915
950	1	148	1916
950	1	148	1917
950	1	148	1918
950	1	148	1919
950	1	148	1920
950	1	148	1921
950	1	148	1922
950	1	148	1923
950	1	148	1924
950	1	148	1925
950	1	148	1926
950	1	148	1927
950	1	148	1928
950	1	148	1929
950	1	148	1930
950	1	148	1931
950	1	148	1932
950	1	148	1933
950	1	148	1934
950	1	148	1935
950	1	148	1936
950	1	148	1937
950	1	148	1938
950	1	148	1939
950	1	148	1940
950	1	148	1941
950	1	148	1942
950	1	148	1943
950	1	148	1944
950	1	148	1945
950	1	148	1946
950	1	148	1947
950	1	148	1948
950	1	148	1949
950	1	148	1950
950	1	148	1951
950	1	148	1952
950	1	148	1953
950	1	148	1954
950	1	148	1955
950	1	148	1956
950	1	148	1957
950	1	148	1958
950	1	148	1959
950	1	148	1960
950	1	148	1961
950	1	148	1962
950	1	148	1963
950	1	148	1964
950	1	148	1965
950	1	148	1966
950	1	148	1967
950	1	148	1968
1875	17	7569	2002
250	1	241	1968
5232	15	4971	2016
1951	5	1952	1991
3603	14	3604	1997
3603	14	3604	1998
8812	17	8813	1804
4301	17	6048	1993
2980	10	2983	1997
2980	10	2983	1998
2980	10	2983	1999
2980	10	2983	2000
8081	20	8084	2012
6884	17	6194	1838
509	1	442	1713
509	1	442	1714
509	1	442	1715
509	1	442	1716
509	1	442	1717
509	1	442	1718
509	1	442	1719
509	1	442	1720
509	1	442	1721
509	1	442	1722
509	1	442	1723
509	1	442	1724
509	1	442	1725
509	1	442	1726
509	1	442	1727
509	1	442	1728
509	1	442	1729
509	1	442	1730
509	1	442	1731
509	1	442	1732
509	1	442	1733
509	1	442	1734
509	1	442	1735
509	1	442	1736
509	1	442	1737
509	1	442	1738
509	1	442	1739
509	1	442	1740
509	1	442	1741
509	1	442	1742
509	1	442	1743
509	1	442	1744
509	1	442	1745
509	1	442	1746
509	1	442	1747
509	1	442	1748
509	1	442	1749
509	1	442	1750
509	1	442	1751
509	1	442	1752
509	1	442	1753
509	1	442	1754
509	1	442	1755
509	1	442	1756
509	1	442	1757
509	1	442	1758
509	1	442	1759
509	1	442	1760
509	1	442	1761
509	1	442	1762
509	1	442	1763
509	1	442	1764
509	1	442	1765
509	1	442	1766
509	1	442	1767
509	1	442	1768
509	1	442	1769
509	1	442	1770
509	1	442	1771
509	1	442	1772
509	1	442	1773
509	1	442	1774
509	1	442	1775
509	1	442	1776
509	1	442	1777
509	1	442	1778
509	1	442	1779
509	1	442	1780
509	1	442	1781
509	1	442	1782
509	1	442	1783
8847	17	8848	2003
9380	20	6780	1934
4915	14	4917	1897
4915	14	4917	1898
4915	14	4917	1899
4915	14	4917	1900
4915	14	4917	1901
4915	14	4917	1902
4915	14	4917	1903
4915	14	4917	1904
4915	14	4917	1905
4915	14	4917	1906
4915	14	4917	1907
4915	14	4917	1908
4915	14	4917	1909
4915	14	4917	1910
4915	14	4917	1911
4915	14	4917	1912
5074	15	4973	2015
5989	17	5990	1996
5740	16	5750	2005
4195	14	4196	2014
883	1	884	1991
973	1	453	1992
2875	9	2505	1958
3225	23	2938	1915
11265	22	9708	2007
3230	12	117	1800
4068	14	3496	1903
4068	14	3496	1904
4068	14	3496	1905
4068	14	3496	1906
4068	14	3496	1907
4068	14	3496	1908
4068	14	3496	1909
4068	14	3496	1910
4068	14	3496	1911
4068	14	3496	1912
4068	14	3496	1913
5411	16	5516	1983
1695	2	1671	1974
5352	15	4973	2016
3145	11	3146	2004
3145	11	3146	2005
4576	14	3972	1980
4576	14	3972	1981
4576	14	3972	1982
4576	14	3972	1983
4576	14	3972	1984
4576	14	3972	1985
4576	14	3972	1986
4576	14	3972	1987
4576	14	3972	1988
4576	14	3972	1989
4576	14	3972	1990
8216	17	8220	1987
3936	14	3937	1829
3936	14	3937	1830
3936	14	3937	1831
3936	14	3937	1832
3936	14	3937	1833
2866	17	5878	2005
3033	14	3883	1988
3033	14	3883	1989
3033	14	3883	1990
1762	2	1672	2007
663	18	671	2015
818	1	304	2015
8999	17	8853	1993
2389	8	2341	1957
2389	8	2341	1958
2389	8	2341	1959
7384	17	7386	2002
5574	17	6185	2011
1798	3	1801	1962
4269	14	4270	1831
9110	17	6501	2002
9144	18	9139	2016
9373	20	6328	2014
830	1	148	1790
830	1	148	1791
830	1	148	1792
830	1	148	1793
830	1	148	1794
830	1	148	1795
830	1	148	1796
830	1	148	1797
830	1	148	1798
830	1	148	1799
830	1	148	1800
830	1	148	1801
830	1	148	1802
830	1	148	1803
830	1	148	1804
830	1	148	1805
830	1	148	1806
830	1	148	1807
830	1	148	1808
830	1	148	1809
830	1	148	1810
830	1	148	1811
830	1	148	1812
830	1	148	1813
830	1	148	1814
830	1	148	1815
830	1	148	1816
830	1	148	1817
830	1	148	1818
830	1	148	1819
830	1	148	1820
830	1	148	1821
830	1	148	1822
830	1	148	1823
830	1	148	1824
830	1	148	1825
830	1	148	1826
830	1	148	1827
830	1	148	1828
830	1	148	1829
830	1	148	1830
830	1	148	1831
830	1	148	1832
830	1	148	1833
830	1	148	1834
830	1	148	1835
830	1	148	1836
830	1	148	1837
830	1	148	1838
830	1	148	1839
830	1	148	1840
830	1	148	1841
830	1	148	1842
830	1	148	1843
830	1	148	1844
830	1	148	1845
830	1	148	1846
830	1	148	1847
830	1	148	1848
830	1	148	1849
830	1	148	1850
830	1	148	1851
830	1	148	1852
830	1	148	1853
830	1	148	1854
830	1	148	1855
830	1	148	1856
830	1	148	1857
830	1	148	1858
830	1	148	1859
830	1	148	1860
830	1	148	1861
830	1	148	1862
830	1	148	1863
830	1	148	1864
830	1	148	1865
830	1	148	1866
830	1	148	1867
830	1	148	1868
830	1	148	1869
830	1	148	1870
830	1	148	1871
830	1	148	1872
830	1	148	1873
830	1	148	1874
830	1	148	1875
830	1	148	1876
830	1	148	1877
830	1	148	1878
830	1	148	1879
830	1	148	1880
830	1	148	1881
830	1	148	1882
830	1	148	1883
830	1	148	1884
830	1	148	1885
830	1	148	1886
830	1	148	1887
830	1	148	1888
830	1	148	1889
830	1	148	1890
830	1	148	1891
830	1	148	1892
830	1	148	1893
830	1	148	1894
830	1	148	1895
830	1	148	1896
830	1	148	1897
830	1	148	1898
830	1	148	1899
830	1	148	1900
830	1	148	1901
830	1	148	1902
830	1	148	1903
830	1	148	1904
830	1	148	1905
830	1	148	1906
830	1	148	1907
830	1	148	1908
830	1	148	1909
830	1	148	1910
830	1	148	1911
830	1	148	1912
830	1	148	1913
830	1	148	1914
830	1	148	1915
830	1	148	1916
830	1	148	1917
830	1	148	1918
830	1	148	1919
830	1	148	1920
830	1	148	1921
830	1	148	1922
830	1	148	1923
830	1	148	1924
830	1	148	1925
830	1	148	1926
830	1	148	1927
830	1	148	1928
830	1	148	1929
830	1	148	1930
830	1	148	1931
830	1	148	1932
830	1	148	1933
830	1	148	1934
830	1	148	1935
830	1	148	1936
830	1	148	1937
830	1	148	1938
830	1	148	1939
830	1	148	1940
830	1	148	1941
830	1	148	1942
830	1	148	1943
830	1	148	1944
830	1	148	1945
830	1	148	1946
830	1	148	1947
830	1	148	1948
830	1	148	1949
830	1	148	1950
830	1	148	1951
830	1	148	1952
830	1	148	1953
830	1	148	1954
830	1	148	1955
830	1	148	1956
830	1	148	1957
830	1	148	1958
830	1	148	1959
830	1	148	1960
830	1	148	1961
830	1	148	1962
